StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
UTTAR PRADESH,MAHARAHGANJ,BRIDGEMANGANJ,NA,AGRICULTURE,Others,Others,Government Schemes,"Information about subsidy on Custum hiring center?
","श्रीमान जी,कस्टम हायरिंग केंद्रों की स्थापना के लिए व्यक्तिगत लाभार्थी या लाभार्थी समूह को परियोजना लागत (अधिकतम 10 लाख) का 40% अधिकतम रूपए 400000 तक अनुदान देय है|",2023-02-04T10:58:06.437,2023,2
TAMILNADU,KRISHNAGIRI,BARGUR,NA,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asking about paddy fertilizer (MN) management,"	கேள்வி : நெல் உர மேலாண்மை.  பதில் : ஒரு ஏக்கருக்கு நுண்ணூட்ட சத்து கலவை 5 கிலோ + 20 கிலோ மணலுடன் கலந்து  போட வேண்டும். நடவு செய்ததில் இருந்து 15  நாட்களில் போட வேண்டும்
",2023-02-04T10:58:38.103,2023,2
UTTAR PRADESH,VARANASI,CHOLAPUR,NA,AGRICULTURE,Others,Others,Government Schemes,Information of Pradhan mantri kisan samman nidhi yojna Status...? ,"श्रीमान जी PM-Kisan Helpline No.1800115526 ,155261 (Toll Free), 011-24300606 , 0120-6025109 , 18001801488 शिकायत दर्ज कर सकते हैं.",2023-02-04T10:58:51.987,2023,2
MADHYA PRADESH,NARSIMPUR,CHAWARPATHA,NA,AGRICULTURE,Oilseeds,Soybean (bhat),Varieties,"Farmer  wants  to know information about varieties of soybean?
","प्रिय किसान भाई  सोयाबीन की , पी.के. १०२४, एम.ए.यू.एस. ४७, एनआरसी ७(अहिल्या-3), एनआरसी ३७, जे.एस 2034, जे.एस 2069, जे.एस९७५२ खेती के तहत लोकप्रिय किस्में हैं
",2023-02-04T10:59:36.68,2023,2
UTTAR PRADESH,ALLAHABAD,PHULPUR,NA,AGRICULTURE,Others,Others,Government Schemes,Tell About Information of Pradhanmantri Kisan Samman Nidhi Yojana?,श्रीमान जी प्रधानमंत्री किसान सम्मान निधि योजना के अंतर्गत संबंधित जानकारी के लिए प्रदेश मुख्यालय (कृषि निदेशालय) के हेल्पलाइन नंबर (टोल फ्री नंबर) 1800-180-1488 पर संपर्क करें |,2023-02-04T10:59:55.06,2023,2
HARYANA,HISSAR,HANSI-II,NA,AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),Sowing Time and Weather,"Information regarding to sowing time of sorghum?
 
",ज्वार की बिजाई का उपयुक्त समय 20  मार्च से 10  अप्रैल व् 25  जून से 10  जुलाई तक ठीक रहता  है। ,2023-02-04T10:59:57.04,2023,2
BIHAR,GOPALGANJ,KATAIYA,NA,AGRICULTURE,Others,Others,Government Schemes,GOVERNMENT SCHEME RELATED QUERY ,अपने निकटतम CSC/वसुधा केंद्र/ सहज केंद्र से संपर्क करें। ,2023-02-04T11:00:05.54,2023,2
UTTAR PRADESH,JAUNPUR,0   ,NA,AGRICULTURE,Others,Others,Government Schemes, Ask about information on  PM - KISAN beneficiary status	,પ્રધાનમંત્રી કિસાન સમ્માન નિધિ યોજના નું બેનેફિશ્યિરી સ્ટેટ્સ ચેક કરવા માટે આ લિંક ઉપર ક્લિક કરો https://pmkisan.gov.in/beneficiarystatus.aspx,2023-02-04T11:00:07.18,2023,2
ANDHRA PRADESH,CHITTOOR,KALIKIRI,NA,HORTICULTURE,Vegetables,Beans ,	Plant Protection	,farmer asked about sucking pest management in beans ,1.RECOMMENDED TO SPRAY ACEPHATE(ARTHIN) 300 GRAMS/ 200 LITRES OF WATER / ACRE ,2023-02-04T11:00:38.737,2023,2
GUJARAT,VADODARA,SHINOR,NA,AGRICULTURE,Others,Others,Government Schemes,Ask about i-khedut application status	,તમારી અરજી નું સ્ટેટસ જાણવા માટે   https://ikhedut.gujarat.gov.in/Scheme/frm_SchemeApplicationStatus.aspx,2023-02-04T11:00:50.547,2023,2
PUNJAB,BHATINDA,BHAGTA BHAIKA,NA,AGRICULTURE,Cereals,Wheat,Nutrient Management,"Information regarding spray of nutrients for better grain filling in Wheat?
",ਕਣਕ ਦੀ ਫਸਲ ਵਿੱਚ ਕਈ ਵਾਰ ਸਮੱਸਿਆ ਆਉਂਦੀ ਹੈ ਕਿ ਦਾਣੇ ਭਰਨ ਵਾਲੀ ਅਵਸਥਾ 'ਤੇ ਜੇਕਰ ਤਾਪਮਾਨ ਜਿਆਦਾ ਹੋਵੇ ਤਾਂ ਉਸ ਨਾਲ ਜਾਂ ਤਾਂ ਸਿੱਟਿਆਂ ਵਿੱਚ ਦਾਣੇ ਪੂਰੀ ਤਰ੍ਹਾਂ ਨਹੀਂ ਬਣਦੇ ਅਤੇ ਜਾਂ ਫਿਰ ਬਿਲਕੁਲ ਹੀ ਫੋਕ ਬਣੀ ਰਹਿ ਜਾਂਦੀ ਹੈI ਇਸ ਸਮੱਸਿਆ ਦੇ ਹੱਲ ਲਈ ਕਣਕ ਦੇ ਫਸਲ ਦਾ ਝੰਡਾ ਪੱਤਾ ਨਿਕਲਣ ਸਮੇਂ ਅਤੇ ਦੂਸਰਾ ਬੂਰ ਪੈਣ ਵੇਲੇ 2% ਐੱਨ.ਪੀ.ਕੇ 13:00:45 ਪੋਟਾਸ਼ੀਅਮ ਨਾਈਟਰੇਟ(2 ਕਿੱਲੋ 100 ਲੀਟਰ ਪਾਣੀ) ਦਾ ਛਿੜਕਾਅ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ ਜਾਂ 15 ਗ੍ਰਾਮ ਸੇਲਿਸਲਿਕ ਐਸਿਡ ਨੂੰ 450 ਐੱਮ ਐੱਲ ਏਥਾਈਲ ਅਲਕੋਹਲ ਵਿਚ ਘੋਲ ਕੇ 200 ਲੀਟਰ ਪਾਣੀ ਵਿਚ ਘੋਲ ਕੇ ਪਹਿਲਾ ਛਿੜਕਾਅ ਗੋਭ ਵਾਲਾ ਪੱਤਾ ਨਿੱਕਲਣ ਸਮੇ ਅਤੇ ਦੂਜਾ ਸਿੱਟੇ ਵਿਚ ਦੁੱਧ ਪੈਣ ਸਮੇ ਕਰੋ ,2023-02-04T11:01:02.56,2023,2
HARYANA,YAMUNA NAGAR,MUSTAFABAD,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,आपके जिले में मौसम का हाल परिवर्तनशील बना हुआ है बारिश की संभावना नहीं है अधिकतम तापमान 22 डिग्री  सेंटीग्रेड व न्यूनतम तापमान 11 डिग्री सेंटीग्रेड व  हवा की गति 15 से 20 किलोमीटर प्रति घंटे की रफ्तार से चलने की संभावना बनी हुई है,2023-02-04T11:01:02.62,2023,2
HARYANA,MAHENDRA GARH,MAHENDRAGARH,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,आपके जिले में मौसम का हाल परिवर्तनशील बना हुआ है बारिश की संभावना नहीं है अधिकतम तापमान 22 डिग्री  सेंटीग्रेड व न्यूनतम तापमान 11 डिग्री सेंटीग्रेड व  हवा की गति 15 से 20 किलोमीटर प्रति घंटे की रफ्तार से चलने की संभावना बनी हुई है,2023-02-04T11:01:16.38,2023,2
WEST BENGAL,BARDDHAMAN,JAMURIA,NA,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,ASKING ABOUT DAIRY FARMING TRAINING ,"KVK Address	Krishi Vigyan Kendra,Central Research Inst. For Jute & Allied Fibre, Bud Bud,Distt. Bardhaman",2023-02-04T11:01:17.643,2023,2
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,NA,HORTICULTURE,Vegetables,Chillies,	Plant Protection	," FARMER ASKED QUERY ON WESTERN BLACK THRIPS CONTROL IN CHILLI
","RECOMMENDED TO SPRAY PI- Keefun  (Tolfenpyrad 15% EC) 400ML/ACRE  (or)

RECOMMENDED TO SPRAY Spinetoram 11.7% SC (DELEGATE) 180ML/ 200 LITERS OF WATER/ ACRE  ",2023-02-04T11:02:00.793,2023,2
MAHARASHTRA,BEED,KAIJ,NA,HORTICULTURE,Fruits,Guava,	Plant Protection	,farmer asking about guava?,पेरूच्या झाडाला अडीशे ग्राम 10 26 26 प्रति झाड देऊ शकता किंवा डीएपी 15 15 18 18 10 यापैकी कोणतेही खत दोनशे ते अडीचशे ग्रॅम प्रति झाडाला देऊ शकतात.,2023-02-04T11:03:16.61,2023,2
MADHYA PRADESH,DAMOH,PATHARIYA,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer want to know information about prime minister kisan samman nidhi scheme ?, पीएम सम्मान निधि पंजीयन क्रमांक - MP258548151	 हरिश्चंद्र कुर्मी पटेल,2023-02-04T11:03:18.48,2023,2
TELANGANA,WARANGAL RURAL,NALLA BELLI,NA,AGRICULTURE,Millets,Maize (Makka),Nutrient Management,"   FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN MAIZE
"," RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 @ 5 GRAMS/1 LITER OF WATER/ ACRE (1KG/ACRE/200 LITS OF WATER)
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు + +ఆగ్రో మినీమాక్స్  3 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి. 
(OR)
RECOMMENDED TO SPRAY NPK 19-19-19 MIXTURE  5 GRAMS/1 LITRE OF WATER 
స్ప్రే  NPK 19-19-19 @ 5 గ్రాములు +ఆగ్రో మినీమాక్స్  3 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి. 

",2023-02-04T11:03:19.027,2023,2
UTTAR PRADESH,BULANDSHAHAR,ANUPSHAHR,NA,HORTICULTURE,Vegetables,Potato,Seeds and Planting Material,Information about varieties of Potato crop...?,"--Kufri Chipsona 2: इस किस्म के पौधे दरमियाने कद के और कम तनों वाले होते हैं इसके पत्ते गहरे हरे और फूल सफेद रंग के होते हैं। आलू सफेद, दरमियाने आकार के, गोलाकार, अंडाकार और नर्म होते हैं। इसकी औसतन पैदावार 140 क्विंटल प्रति एकड़ होती है। यह पिछेती झुलस रोग की रोधक किस्म है। यह किस्म चिपस और फरैंच फ्राइज़ बनाने के लिए उचित है।
 
Kufri Chipsona 1: यह किस्म 90-100 दिनों में पुटाई के लिए तैयार हो जाती है।",2023-02-04T11:03:34.72,2023,2
